Epoch:   1, train_loss = 547.28613, val_loss = 373.12491, time = 0.01227
Epoch:  28, train_loss = 482.75955, val_loss = 324.96347, time = 0.01207
Epoch:  29, train_loss = 481.80704, val_loss = 324.36411, time = 0.01201
Epoch:  30, train_loss = 480.84274, val_loss = 323.78888, time = 0.01225
Epoch:  31, train_loss = 479.87808, val_loss = 323.22903, time = 0.01202
Epoch:  32, train_loss = 478.96814, val_loss = 322.69598, time = 0.01201
Epoch:  33, train_loss = 478.10480, val_loss = 322.17462, time = 0.01202
Epoch:  34, train_loss = 477.26556, val_loss = 321.64502, time = 0.01202
Epoch:  35, train_loss = 476.45346, val_loss = 321.09140, time = 0.01201
Epoch:  36, train_loss = 475.65442, val_loss = 320.51257, time = 0.01203
Epoch:  37, train_loss = 474.85739, val_loss = 319.91553, time = 0.01250
Epoch:  38, train_loss = 474.06610, val_loss = 319.30286, time = 0.01205
Epoch:  39, train_loss = 473.28580, val_loss = 318.66656, time = 0.01322
Epoch:  40, train_loss = 472.51245, val_loss = 318.00903, time = 0.01225
Epoch:  41, train_loss = 471.73190, val_loss = 317.35248, time = 0.01231
Epoch:  42, train_loss = 470.93597, val_loss = 316.69809, time = 0.01206
Epoch:  43, train_loss = 470.15048, val_loss = 316.04691, time = 0.01206
Epoch:  44, train_loss = 469.36731, val_loss = 315.39813, time = 0.01231
Epoch:  45, train_loss = 468.57687, val_loss = 314.74774, time = 0.01217
Epoch:  46, train_loss = 467.77271, val_loss = 314.09476, time = 0.01235
Epoch:  47, train_loss = 466.95657, val_loss = 313.43973, time = 0.01203
Epoch:  48, train_loss = 466.12109, val_loss = 312.78482, time = 0.01207
Epoch:  49, train_loss = 465.30673, val_loss = 312.13098, time = 0.01204
Epoch:  50, train_loss = 464.48001, val_loss = 311.47595, time = 0.01208
Epoch:  51, train_loss = 463.62692, val_loss = 310.81274, time = 0.01203
Epoch:  52, train_loss = 462.75549, val_loss = 310.13931, time = 0.01202
Epoch:  53, train_loss = 461.90533, val_loss = 309.48203, time = 0.01237
Epoch:  54, train_loss = 461.08478, val_loss = 308.84146, time = 0.01201
Epoch:  55, train_loss = 460.28204, val_loss = 308.21848, time = 0.01205
Epoch:  56, train_loss = 459.48413, val_loss = 307.60663, time = 0.01203
Epoch:  57, train_loss = 458.68484, val_loss = 307.00842, time = 0.01199
Epoch:  58, train_loss = 457.91046, val_loss = 306.42963, time = 0.01213
Epoch:  59, train_loss = 457.16626, val_loss = 305.86420, time = 0.01201
Epoch:  60, train_loss = 456.43713, val_loss = 305.30841, time = 0.01417
Epoch:  61, train_loss = 455.71683, val_loss = 304.76065, time = 0.01203
Epoch:  62, train_loss = 455.00311, val_loss = 304.21924, time = 0.01236
Epoch:  63, train_loss = 454.29449, val_loss = 303.68277, time = 0.01210
Epoch:  64, train_loss = 453.59052, val_loss = 303.14935, time = 0.01233
Epoch:  65, train_loss = 452.89035, val_loss = 302.61667, time = 0.01298
Epoch:  66, train_loss = 452.19302, val_loss = 302.08847, time = 0.01221
Epoch:  67, train_loss = 451.49622, val_loss = 301.56784, time = 0.01198
Epoch:  68, train_loss = 450.79816, val_loss = 301.05432, time = 0.01211
Epoch:  69, train_loss = 450.09216, val_loss = 300.54367, time = 0.01227
Epoch:  70, train_loss = 449.38950, val_loss = 300.03619, time = 0.01203
Epoch:  71, train_loss = 448.69156, val_loss = 299.53604, time = 0.01227
Epoch:  72, train_loss = 448.00009, val_loss = 299.04474, time = 0.01204
Epoch:  73, train_loss = 447.32162, val_loss = 298.55426, time = 0.01200
Epoch:  74, train_loss = 446.65024, val_loss = 298.06711, time = 0.01232
Epoch:  75, train_loss = 445.98187, val_loss = 297.58145, time = 0.01203
Epoch:  76, train_loss = 445.31635, val_loss = 297.09616, time = 0.01228
Epoch:  77, train_loss = 444.65369, val_loss = 296.61142, time = 0.01204
Epoch:  78, train_loss = 443.99432, val_loss = 296.12863, time = 0.01212
Epoch:  79, train_loss = 443.33826, val_loss = 295.64835, time = 0.01254
Epoch:  80, train_loss = 442.68610, val_loss = 295.17123, time = 0.01211
Epoch:  81, train_loss = 442.03793, val_loss = 294.69711, time = 0.01389
Epoch:  82, train_loss = 441.39374, val_loss = 294.22644, time = 0.01220
Epoch:  83, train_loss = 440.75348, val_loss = 293.75903, time = 0.01202
Epoch:  84, train_loss = 440.11700, val_loss = 293.29529, time = 0.01204
Epoch:  85, train_loss = 439.48450, val_loss = 292.83463, time = 0.01201
Epoch:  86, train_loss = 438.85547, val_loss = 292.37704, time = 0.01216
Epoch:  87, train_loss = 438.23035, val_loss = 291.92267, time = 0.01246
Epoch:  88, train_loss = 437.60867, val_loss = 291.47159, time = 0.01222
Epoch:  89, train_loss = 436.99069, val_loss = 291.02328, time = 0.01243
Epoch:  90, train_loss = 436.37659, val_loss = 290.57785, time = 0.01229
Epoch:  91, train_loss = 435.76682, val_loss = 290.13559, time = 0.01205
Epoch:  92, train_loss = 435.16013, val_loss = 289.69592, time = 0.01229
Epoch:  93, train_loss = 434.55634, val_loss = 289.25925, time = 0.01241
Epoch:  94, train_loss = 433.95599, val_loss = 288.82504, time = 0.01202
Epoch:  95, train_loss = 433.35956, val_loss = 288.39368, time = 0.01202
Epoch:  96, train_loss = 432.76599, val_loss = 287.96521, time = 0.01199
Epoch:  97, train_loss = 432.17603, val_loss = 287.53937, time = 0.01231
Epoch:  98, train_loss = 431.58868, val_loss = 287.11591, time = 0.01202
Epoch:  99, train_loss = 431.00388, val_loss = 286.69400, time = 0.01203
Epoch: 100, train_loss = 430.42169, val_loss = 286.27359, time = 0.01203
Epoch: 101, train_loss = 429.84216, val_loss = 285.85495, time = 0.01349
Epoch: 102, train_loss = 429.26556, val_loss = 285.43793, time = 0.01203
Epoch: 103, train_loss = 428.69153, val_loss = 285.02271, time = 0.01237
Epoch: 104, train_loss = 428.12027, val_loss = 284.60953, time = 0.01211
Epoch: 105, train_loss = 427.55206, val_loss = 284.19873, time = 0.01220
Epoch: 106, train_loss = 426.98651, val_loss = 283.79028, time = 0.01203
Epoch: 107, train_loss = 426.42371, val_loss = 283.38464, time = 0.01209
Epoch: 108, train_loss = 425.86340, val_loss = 282.98209, time = 0.01236
Epoch: 109, train_loss = 425.30588, val_loss = 282.58310, time = 0.01203
Epoch: 110, train_loss = 424.75110, val_loss = 282.18768, time = 0.01205
Epoch: 111, train_loss = 424.19910, val_loss = 281.79605, time = 0.01202
Epoch: 112, train_loss = 423.64862, val_loss = 281.40756, time = 0.01208
Epoch: 113, train_loss = 423.09949, val_loss = 281.02148, time = 0.01230
Epoch: 114, train_loss = 422.55240, val_loss = 280.63702, time = 0.01282
Epoch: 115, train_loss = 422.00568, val_loss = 280.25311, time = 0.01214
Epoch: 116, train_loss = 421.45789, val_loss = 279.86844, time = 0.01234
Epoch: 117, train_loss = 420.90833, val_loss = 279.47925, time = 0.01209
Epoch: 118, train_loss = 420.35876, val_loss = 279.09006, time = 0.01236
Epoch: 119, train_loss = 419.82263, val_loss = 278.70947, time = 0.01205
Epoch: 120, train_loss = 419.28616, val_loss = 278.33353, time = 0.01203
Epoch: 121, train_loss = 418.73807, val_loss = 277.96219, time = 0.01214
Epoch: 122, train_loss = 418.19565, val_loss = 277.59351, time = 0.01429
Epoch: 123, train_loss = 417.66037, val_loss = 277.22351, time = 0.01207
Epoch: 124, train_loss = 417.12671, val_loss = 276.85004, time = 0.01214
Epoch: 125, train_loss = 416.59183, val_loss = 276.47299, time = 0.01209
Epoch: 126, train_loss = 416.05545, val_loss = 276.09311, time = 0.01227
Epoch: 127, train_loss = 415.51816, val_loss = 275.71399, time = 0.01240
Epoch: 128, train_loss = 414.98096, val_loss = 275.34006, time = 0.01199
Epoch: 129, train_loss = 414.45703, val_loss = 274.97519, time = 0.01221
Epoch: 130, train_loss = 413.92621, val_loss = 274.61835, time = 0.01201
Epoch: 131, train_loss = 413.38943, val_loss = 274.26685, time = 0.01206
Epoch: 132, train_loss = 412.86652, val_loss = 273.91013, time = 0.01203
Epoch: 133, train_loss = 412.34207, val_loss = 273.54684, time = 0.01202
Epoch: 134, train_loss = 411.81360, val_loss = 273.18402, time = 0.01230
Epoch: 135, train_loss = 411.29303, val_loss = 272.82819, time = 0.01198
Epoch: 136, train_loss = 410.77618, val_loss = 272.48062, time = 0.01206
Epoch: 137, train_loss = 410.25742, val_loss = 272.13983, time = 0.01200
Epoch: 138, train_loss = 409.74054, val_loss = 271.80096, time = 0.01281
Epoch: 139, train_loss = 409.22903, val_loss = 271.45938, time = 0.01251
Epoch: 140, train_loss = 408.71814, val_loss = 271.11478, time = 0.01203
Epoch: 141, train_loss = 408.20697, val_loss = 270.76865, time = 0.01249
Epoch: 142, train_loss = 407.69794, val_loss = 270.42474, time = 0.01229
Epoch: 143, train_loss = 407.19229, val_loss = 270.08658, time = 0.01242
Epoch: 144, train_loss = 406.68851, val_loss = 269.75677, time = 0.01200
Epoch: 145, train_loss = 406.18475, val_loss = 269.43307, time = 0.01197
Epoch: 146, train_loss = 405.68259, val_loss = 269.11118, time = 0.01204
Epoch: 147, train_loss = 405.18289, val_loss = 268.78818, time = 0.01204
Epoch: 148, train_loss = 404.68475, val_loss = 268.46274, time = 0.01251
Epoch: 149, train_loss = 404.18680, val_loss = 268.13620, time = 0.01200
Epoch: 150, train_loss = 403.69009, val_loss = 267.81320, time = 0.01194
Epoch: 151, train_loss = 403.19595, val_loss = 267.49805, time = 0.01200
Epoch: 152, train_loss = 402.70276, val_loss = 267.19138, time = 0.01199
Epoch: 153, train_loss = 402.21082, val_loss = 266.88898, time = 0.01203
Epoch: 154, train_loss = 401.72083, val_loss = 266.58636, time = 0.01195
Epoch: 155, train_loss = 401.23227, val_loss = 266.28113, time = 0.01222
Epoch: 156, train_loss = 400.74506, val_loss = 265.97525, time = 0.01205
Epoch: 157, train_loss = 400.25916, val_loss = 265.67432, time = 0.01200
Epoch: 158, train_loss = 399.77499, val_loss = 265.38135, time = 0.01203
Epoch: 159, train_loss = 399.29083, val_loss = 265.09601, time = 0.01204
Epoch: 160, train_loss = 398.80551, val_loss = 264.81235, time = 0.01230
Epoch: 161, train_loss = 398.32077, val_loss = 264.52637, time = 0.01199
Epoch: 162, train_loss = 397.83844, val_loss = 264.23920, time = 0.01202
Epoch: 163, train_loss = 397.35742, val_loss = 263.95532, time = 0.01241
Epoch: 164, train_loss = 396.87671, val_loss = 263.68011, time = 0.01203
Epoch: 165, train_loss = 396.39542, val_loss = 263.41187, time = 0.01206
Epoch: 166, train_loss = 395.91287, val_loss = 263.14517, time = 0.01203
Epoch: 167, train_loss = 395.43011, val_loss = 262.87515, time = 0.01208
Epoch: 168, train_loss = 394.94446, val_loss = 262.59949, time = 0.01198
Epoch: 169, train_loss = 394.45593, val_loss = 262.32153, time = 0.01229
Epoch: 170, train_loss = 393.96283, val_loss = 262.04089, time = 0.01212
Epoch: 171, train_loss = 393.46136, val_loss = 261.75247, time = 0.01202
Epoch: 172, train_loss = 392.94687, val_loss = 261.44534, time = 0.01215
Epoch: 173, train_loss = 392.41290, val_loss = 261.10373, time = 0.01206
Epoch: 174, train_loss = 391.85287, val_loss = 260.71838, time = 0.01238
Epoch: 175, train_loss = 391.26443, val_loss = 260.30716, time = 0.01198
Epoch: 176, train_loss = 390.65237, val_loss = 259.86584, time = 0.01203
Epoch: 177, train_loss = 390.00458, val_loss = 259.33765, time = 0.01236
Epoch: 178, train_loss = 389.38272, val_loss = 258.76816, time = 0.01217
Epoch: 179, train_loss = 388.81284, val_loss = 258.14297, time = 0.01201
Epoch: 180, train_loss = 388.27612, val_loss = 257.64633, time = 0.01203
Epoch: 181, train_loss = 387.75458, val_loss = 257.23483, time = 0.01218
Epoch: 182, train_loss = 387.24487, val_loss = 256.81964, time = 0.01200
Epoch: 183, train_loss = 386.73462, val_loss = 256.55768, time = 0.01202
Epoch: 184, train_loss = 386.21768, val_loss = 256.26846, time = 0.01200
Epoch: 185, train_loss = 385.69220, val_loss = 255.98026, time = 0.01319
Epoch: 186, train_loss = 385.16666, val_loss = 255.78059, time = 0.01201
Epoch: 187, train_loss = 384.64453, val_loss = 255.44843, time = 0.01201
Epoch: 188, train_loss = 384.12708, val_loss = 255.14319, time = 0.01239
Epoch: 189, train_loss = 383.61459, val_loss = 254.83920, time = 0.01369
Epoch: 190, train_loss = 383.09955, val_loss = 254.42177, time = 0.01203
Epoch: 191, train_loss = 382.57626, val_loss = 254.04379, time = 0.01211
Epoch: 192, train_loss = 382.05078, val_loss = 253.69211, time = 0.01200
Epoch: 193, train_loss = 381.53113, val_loss = 253.25468, time = 0.01202
Epoch: 194, train_loss = 381.02463, val_loss = 252.86694, time = 0.01205
Epoch: 195, train_loss = 380.53516, val_loss = 252.52930, time = 0.01204
Epoch: 196, train_loss = 380.04916, val_loss = 252.19885, time = 0.01223
Epoch: 197, train_loss = 379.56107, val_loss = 251.86038, time = 0.01209
Epoch: 198, train_loss = 379.07220, val_loss = 251.51517, time = 0.01201
Epoch: 199, train_loss = 378.58725, val_loss = 251.17747, time = 0.01198
Epoch: 200, train_loss = 378.12170, val_loss = 250.87143, time = 0.01200
Epoch: 201, train_loss = 377.66214, val_loss = 250.56462, time = 0.01249
Epoch: 202, train_loss = 377.19244, val_loss = 250.25822, time = 0.01217
Epoch: 203, train_loss = 376.72107, val_loss = 249.95741, time = 0.01220
Epoch: 204, train_loss = 376.25101, val_loss = 249.62421, time = 0.01201
Epoch: 205, train_loss = 375.77676, val_loss = 249.25603, time = 0.01203
Epoch: 206, train_loss = 375.30560, val_loss = 248.87306, time = 0.01233
Epoch: 207, train_loss = 374.82837, val_loss = 248.49878, time = 0.01201
Epoch: 208, train_loss = 374.33551, val_loss = 248.18695, time = 0.01201
Epoch: 209, train_loss = 373.84900, val_loss = 247.92242, time = 0.01309
Epoch: 210, train_loss = 373.37146, val_loss = 247.57420, time = 0.01235
Epoch: 211, train_loss = 373.04376, val_loss = 247.41853, time = 0.01209
Epoch: 212, train_loss = 372.44083, val_loss = 247.30757, time = 0.01236
Epoch: 213, train_loss = 372.10489, val_loss = 246.85336, time = 0.01203
Epoch: 214, train_loss = 371.53729, val_loss = 246.48309, time = 0.01204
Epoch: 215, train_loss = 371.17648, val_loss = 246.22333, time = 0.01219
Epoch: 216, train_loss = 370.64001, val_loss = 246.07129, time = 0.01226
Epoch: 217, train_loss = 370.84607, val_loss = 245.70761, time = 0.01208
Epoch: 218, train_loss = 370.41486, val_loss = 248.57138, time = 0.01247
Epoch: 219, train_loss = 371.15707, val_loss = 249.16736, time = 0.01207
Epoch: 220, train_loss = 371.45374, val_loss = 249.17339, time = 0.01220
Epoch: 221, train_loss = 371.65387, val_loss = 248.98360, time = 0.01183
Epoch: 222, train_loss = 371.95273, val_loss = 248.69797, time = 0.01199
Epoch: 223, train_loss = 371.65927, val_loss = 248.35220, time = 0.01198
Epoch: 224, train_loss = 370.92841, val_loss = 247.95741, time = 0.01202
Epoch: 225, train_loss = 370.07724, val_loss = 247.55537, time = 0.01243
Epoch: 226, train_loss = 369.39993, val_loss = 247.09839, time = 0.01203
Epoch: 227, train_loss = 368.77371, val_loss = 246.69724, time = 0.01201
Epoch: 228, train_loss = 368.13828, val_loss = 246.35724, time = 0.01201
Epoch: 229, train_loss = 367.45364, val_loss = 245.98450, time = 0.01202
Epoch: 230, train_loss = 366.80603, val_loss = 245.48511, time = 0.01207
Epoch: 231, train_loss = 366.34207, val_loss = 245.05516, time = 0.01396
Epoch: 232, train_loss = 365.98312, val_loss = 244.77077, time = 0.01362
Epoch: 233, train_loss = 365.66379, val_loss = 244.45375, time = 0.01365
Epoch: 234, train_loss = 365.29623, val_loss = 244.06071, time = 0.01214
Epoch: 235, train_loss = 364.80042, val_loss = 243.62575, time = 0.01232
Epoch: 236, train_loss = 364.23721, val_loss = 243.27632, time = 0.01251
Epoch: 237, train_loss = 363.70557, val_loss = 243.01607, time = 0.01244
Epoch: 238, train_loss = 363.21777, val_loss = 242.78296, time = 0.01234
Epoch: 239, train_loss = 362.79446, val_loss = 242.55161, time = 0.01238
Epoch: 240, train_loss = 362.40030, val_loss = 242.31274, time = 0.01240
Epoch: 241, train_loss = 362.00052, val_loss = 242.06232, time = 0.01242
Epoch: 242, train_loss = 361.58292, val_loss = 241.80272, time = 0.01241
Epoch: 243, train_loss = 361.14075, val_loss = 241.53954, time = 0.01237
Epoch: 244, train_loss = 360.68112, val_loss = 241.28226, time = 0.01237
Epoch: 245, train_loss = 360.22247, val_loss = 241.03593, time = 0.01236
Epoch: 246, train_loss = 359.81012, val_loss = 240.79335, time = 0.01251
Epoch: 247, train_loss = 359.43829, val_loss = 240.54559, time = 0.01241
Epoch: 248, train_loss = 359.03647, val_loss = 240.29092, time = 0.01237
Epoch: 249, train_loss = 358.58942, val_loss = 240.03311, time = 0.01235
Epoch: 250, train_loss = 358.13419, val_loss = 239.77983, time = 0.01241
Epoch: 251, train_loss = 357.72232, val_loss = 239.53091, time = 0.01237
Epoch: 252, train_loss = 357.32913, val_loss = 239.27660, time = 0.01236
Epoch: 253, train_loss = 356.92096, val_loss = 239.00967, time = 0.01234
Epoch: 254, train_loss = 356.48743, val_loss = 238.72084, time = 0.01245
Epoch: 255, train_loss = 356.03714, val_loss = 238.40660, time = 0.01238
Epoch: 256, train_loss = 355.59656, val_loss = 238.07748, time = 0.01241
Epoch: 257, train_loss = 355.17633, val_loss = 237.74403, time = 0.01245
Epoch: 258, train_loss = 354.73831, val_loss = 237.41232, time = 0.01238
Epoch: 259, train_loss = 354.27567, val_loss = 237.10611, time = 0.01235
Epoch: 260, train_loss = 353.83429, val_loss = 237.30678, time = 0.01244
Epoch: 261, train_loss = 353.41336, val_loss = 237.09615, time = 0.01301
Epoch: 262, train_loss = 352.99615, val_loss = 236.85168, time = 0.01239
Epoch: 263, train_loss = 352.58096, val_loss = 236.45039, time = 0.01235
Epoch: 264, train_loss = 352.12616, val_loss = 236.07355, time = 0.01240
Epoch: 265, train_loss = 351.67667, val_loss = 235.70869, time = 0.01236
Epoch: 266, train_loss = 351.24814, val_loss = 235.02925, time = 0.01239
Epoch: 267, train_loss = 350.82101, val_loss = 234.59160, time = 0.01232
Epoch: 268, train_loss = 350.40164, val_loss = 234.29510, time = 0.01232
Epoch: 269, train_loss = 349.98691, val_loss = 234.16835, time = 0.01237
Epoch: 270, train_loss = 349.56985, val_loss = 233.90947, time = 0.01262
Epoch: 271, train_loss = 349.15610, val_loss = 233.55132, time = 0.01237
Epoch: 272, train_loss = 348.75171, val_loss = 233.14830, time = 0.01237
Epoch: 273, train_loss = 348.35226, val_loss = 232.73096, time = 0.01236
Epoch: 274, train_loss = 347.94946, val_loss = 232.49237, time = 0.01246
Epoch: 275, train_loss = 347.54605, val_loss = 232.27252, time = 0.01243
Epoch: 276, train_loss = 347.14322, val_loss = 232.05048, time = 0.01233
Epoch: 277, train_loss = 346.74576, val_loss = 231.81401, time = 0.01232
Epoch: 278, train_loss = 346.34280, val_loss = 231.56433, time = 0.01243
Epoch: 279, train_loss = 345.93381, val_loss = 231.30032, time = 0.01238
Epoch: 280, train_loss = 345.53821, val_loss = 231.02661, time = 0.01235
Epoch: 281, train_loss = 345.14316, val_loss = 230.74266, time = 0.01239
Epoch: 282, train_loss = 344.75378, val_loss = 230.46301, time = 0.01245
Epoch: 283, train_loss = 344.37222, val_loss = 230.21243, time = 0.01235
Epoch: 284, train_loss = 343.98874, val_loss = 229.98790, time = 0.01235
Epoch: 285, train_loss = 343.60834, val_loss = 229.79518, time = 0.01281
Epoch: 286, train_loss = 343.21884, val_loss = 229.62123, time = 0.01236
Epoch: 287, train_loss = 342.83249, val_loss = 229.43695, time = 0.01238
Epoch: 288, train_loss = 342.45071, val_loss = 229.22318, time = 0.01247
Epoch: 289, train_loss = 342.07101, val_loss = 228.96869, time = 0.01236
Epoch: 290, train_loss = 341.69470, val_loss = 228.66833, time = 0.01245
Epoch: 291, train_loss = 341.31876, val_loss = 228.37459, time = 0.01237
Epoch: 292, train_loss = 340.94794, val_loss = 228.11131, time = 0.01236
Epoch: 293, train_loss = 340.57794, val_loss = 227.87868, time = 0.01240
Epoch: 294, train_loss = 340.20657, val_loss = 227.67177, time = 0.01235
Epoch: 295, train_loss = 339.83197, val_loss = 227.45592, time = 0.01241
Epoch: 296, train_loss = 339.45764, val_loss = 227.23169, time = 0.01235
Epoch: 297, train_loss = 339.08527, val_loss = 227.00616, time = 0.01240
Epoch: 298, train_loss = 338.71552, val_loss = 226.79077, time = 0.01285
Epoch: 299, train_loss = 338.34747, val_loss = 226.61380, time = 0.01249
Epoch: 300, train_loss = 337.97919, val_loss = 226.52138, time = 0.01237
